case:concept:name,trace,start_time,end_time,app_type,duration_hours,has_accepted,has_denied,has_cancelled,is_success,edit_distance,norm_distance,rework_events,trace_len,is_non_success,deviation_band
Application_1975458815,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-04-06 10:50:51.194000+00:00,2016-04-22 10:05:00.105000+00:00,New credit,383.2358086111111,True,False,False,True,1,0.07692307692307693,1,13,False,low
Application_1975471669,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-06-04 08:18:43.813000+00:00,2016-06-22 13:04:36.286000+00:00,New credit,436.7645758333333,True,False,False,True,5,0.29411764705882354,4,17,False,medium
Application_1975504088,"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-10-29 18:34:00.474000+00:00,2016-12-04 07:00:08.662000+00:00,New credit,852.4356077777778,True,False,True,False,7,0.5833333333333334,0,11,True,high
Application_19755741,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'O_Returned', 'A_Denied', 'O_Refused', 'O_Refused')",2016-04-13 14:07:11.959000+00:00,2016-04-28 15:06:54.047000+00:00,New credit,360.9950244444444,True,True,False,False,6,0.375,0,16,True,medium
Application_1975575428,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Denied', 'O_Refused')",2016-07-27 20:00:35.360000+00:00,2016-08-10 10:57:45.916000+00:00,New credit,326.9529322222223,True,True,False,False,3,0.23076923076923078,0,13,True,medium
Application_1975617123,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending', 'W_Validate application', 'O_Cancelled')",2016-01-04 22:20:23.818000+00:00,2016-01-15 15:45:35.290000+00:00,New credit,257.4198533333333,True,False,False,True,11,0.5238095238095238,3,21,False,high
Application_1975819852,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'O_Returned', 'O_Cancelled', 'A_Cancelled', 'W_Call incomplete files')",2016-09-19 14:45:04.965000+00:00,2016-11-08 19:18:36.253000+00:00,Limit raise,1204.558691111111,True,False,True,False,6,0.42857142857142855,3,14,True,high
Application_1975871922,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'O_Returned', 'A_Incomplete', 'O_Accepted', 'A_Pending', 'O_Cancelled')",2016-05-02 19:42:48.831000+00:00,2016-05-23 09:28:57.038000+00:00,New credit,493.7689463888889,True,False,False,True,10,0.5,2,20,False,high
Application_1975875773,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-05-23 08:08:04.621000+00:00,2016-06-24 06:09:27.029000+00:00,Limit raise,766.0228911111111,True,False,True,False,5,0.4166666666666667,0,9,True,high
Application_1975895085,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-09-19 13:24:23.410000+00:00,2016-10-20 06:00:33.808000+00:00,New credit,736.6028883333333,True,False,True,False,4,0.3333333333333333,0,10,True,medium
Application_1976004129,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'O_Cancelled', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-10-28 05:30:18.898000+00:00,2016-11-04 08:06:33.110000+00:00,New credit,170.6039477777778,True,False,False,True,7,0.4117647058823529,1,17,False,high
Application_1976127206,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending', 'W_Validate application')",2016-10-26 16:56:59.326000+00:00,2016-11-03 09:54:28.186000+00:00,New credit,184.95801666666665,True,False,False,True,3,0.23076923076923078,1,13,False,medium
Application_1976232739,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-06-19 09:36:47.362000+00:00,2016-07-22 05:47:12.776000+00:00,New credit,788.173726111111,True,False,False,True,3,0.23076923076923078,1,13,False,medium
Application_1976246233,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'W_Call incomplete files', 'A_Validating', 'O_Accepted', 'A_Pending', 'O_Cancelled')",2016-11-06 13:31:51.334000+00:00,2016-11-21 12:21:15.462000+00:00,New credit,358.8233688888889,True,False,False,True,15,0.6,6,25,False,high
Application_1976302974,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-02-24 09:00:06.973000+00:00,2016-03-11 13:08:40.139000+00:00,Limit raise,388.14254611111113,True,False,False,True,2,0.14285714285714285,1,14,False,low
Application_1976357299,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-02-04 21:01:37.823000+00:00,2016-02-22 09:02:00.817000+00:00,New credit,420.0063872222222,True,False,False,True,3,0.2,2,15,False,low
Application_1976377973,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'W_Call incomplete files', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-06-19 17:05:54.162000+00:00,2016-07-04 14:07:46.733000+00:00,New credit,357.03126972222225,True,False,False,True,6,0.375,3,16,False,medium
Application_1976397876,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Cancelled', 'O_Cancelled', 'O_Cancelled')",2016-01-22 05:57:45.772000+00:00,2016-02-29 07:02:06.990000+00:00,New credit,913.0725605555555,True,False,True,False,7,0.4666666666666667,0,15,True,high
Application_1976587640,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-05-31 11:05:30.631000+00:00,2016-07-02 06:17:02.303000+00:00,New credit,763.192131111111,True,False,True,False,5,0.4166666666666667,0,11,True,high
Application_1976651383,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Denied', 'O_Refused', 'W_Validate application')",2016-04-04 18:35:59.567000+00:00,2016-04-13 10:05:22.234000+00:00,New credit,207.48962972222222,True,True,False,False,4,0.2857142857142857,1,14,True,medium
Application_1976704643,"('A_Create Application', 'A_Submitted', 'W_Handle leads', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-09-07 12:55:02.391000+00:00,2016-10-17 06:00:19.398000+00:00,New credit,953.0880575000001,True,False,True,False,6,0.5,0,12,True,high
Application_197687245,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending', 'W_Validate application')",2016-03-15 12:58:54.591000+00:00,2016-04-01 13:30:32.825000+00:00,New credit,408.5272872222222,True,False,False,True,5,0.3333333333333333,2,15,False,medium
Application_1976912656,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-01-08 11:15:18.819000+00:00,2016-02-08 07:00:21.697000+00:00,New credit,739.7507994444444,True,False,True,False,4,0.3333333333333333,0,10,True,medium
Application_197705635,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-08-24 06:52:03.055000+00:00,2016-09-24 06:20:39.751000+00:00,New credit,743.47686,True,False,True,False,5,0.4166666666666667,0,11,True,high
Application_1977118354,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending', 'W_Validate application')",2016-10-07 13:11:20.123000+00:00,2016-10-24 14:47:57.623000+00:00,New credit,409.61041666666665,True,False,False,True,5,0.29411764705882354,3,17,False,medium
Application_1977167996,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-02-24 08:40:16.201000+00:00,2016-03-26 07:14:05.713000+00:00,New credit,742.5637533333334,True,False,True,False,6,0.5,0,10,True,high
Application_1977188812,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-06-07 07:07:40.703000+00:00,2016-06-15 06:03:33.082000+00:00,New credit,190.93121638888888,True,False,False,True,1,0.07692307692307693,1,13,False,low
Application_1977233975,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-07-28 17:07:58.762000+00:00,2016-08-22 12:10:56.544000+00:00,New credit,595.0493838888889,True,False,False,True,4,0.25,2,16,False,medium
Application_1977245249,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Cancelled', 'O_Cancelled', 'O_Cancelled')",2016-05-08 14:46:47.973000+00:00,2016-06-27 21:12:40.141000+00:00,New credit,1206.4311577777776,True,False,True,False,8,0.5714285714285714,0,14,True,high
Application_1977427739,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Create Offer', 'O_Created', 'O_Sent', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Denied', 'O_Refused', 'O_Refused', 'W_Validate application')",2016-02-16 18:09:04.138000+00:00,2016-02-26 13:45:04.634000+00:00,New credit,235.6001377777778,True,True,False,False,8,0.4444444444444444,1,18,True,high
Application_1977495845,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Create Offer', 'O_Created', 'O_Sent', 'O_Sent', 'W_Complete application', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'O_Returned', 'A_Denied', 'O_Refused', 'O_Refused', 'O_Refused')",2016-04-30 19:10:11.081000+00:00,2016-06-07 14:09:14.539000+00:00,New credit,906.9842938888889,True,True,False,False,11,0.5238095238095238,0,21,True,high
Application_1977502639,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-10-28 16:01:37.660000+00:00,2016-11-02 10:39:33.726000+00:00,Limit raise,114.63224055555555,True,False,True,False,5,0.4166666666666667,0,9,True,high
Application_1977527226,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Cancelled', 'O_Cancelled', 'O_Cancelled')",2016-04-30 18:26:03.129000+00:00,2016-06-27 21:32:06.163000+00:00,New credit,1395.1008427777779,True,False,True,False,7,0.4666666666666667,0,15,True,high
Application_1977529357,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-09-02 15:27:25.796000+00:00,2016-09-22 06:02:43.888000+00:00,New credit,470.5883588888889,True,False,False,True,5,0.3333333333333333,2,15,False,medium
Application_1977537556,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Cancelled', 'O_Cancelled', 'O_Cancelled', 'W_Call after offers')",2016-09-14 15:47:52.600000+00:00,2016-09-15 14:42:32.938000+00:00,New credit,22.911205000000002,True,False,True,False,9,0.6,0,15,True,high
Application_1977737150,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Incomplete', 'A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending', 'O_Cancelled')",2016-08-31 14:18:29.218000+00:00,2016-09-23 09:56:38.577000+00:00,New credit,547.6359330555555,True,False,False,True,10,0.45454545454545453,3,22,False,high
Application_1977762225,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'W_Call incomplete files', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-09-23 07:36:19.828000+00:00,2016-10-11 13:05:32.497000+00:00,New credit,437.4868525,True,False,False,True,6,0.3333333333333333,4,18,False,medium
Application_1977901141,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-01-13 20:22:12.799000+00:00,2016-02-02 12:42:04.012000+00:00,New credit,472.3308925,True,False,False,True,5,0.3333333333333333,2,15,False,medium
Application_1978035381,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-11-19 10:38:47.146000+00:00,2016-12-22 07:00:44.468000+00:00,New credit,788.3659227777778,True,False,True,False,4,0.3333333333333333,0,10,True,medium
Application_1978148587,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-07-12 14:52:23.461000+00:00,2016-07-20 13:18:16.546000+00:00,New credit,190.4314125,True,False,False,True,3,0.2,1,15,False,low
Application_1978307691,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-09-10 11:25:22.895000+00:00,2016-09-29 09:44:30.866000+00:00,New credit,454.3188808333333,True,False,False,True,5,0.3333333333333333,2,15,False,medium
Application_1978317827,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-04-22 08:44:39.056000+00:00,2016-05-23 06:00:17.834000+00:00,Limit raise,741.2607716666666,True,False,True,False,4,0.3333333333333333,0,10,True,medium
Application_1978331738,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'O_Accepted', 'A_Pending', 'O_Cancelled')",2016-10-19 16:51:56.212000+00:00,2016-12-22 07:00:14.653000+00:00,New credit,1526.1384558333332,True,False,False,True,9,0.42857142857142855,3,21,False,high
Application_1978395445,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-04-22 12:22:38.885000+00:00,2016-05-13 12:07:16.896000+00:00,New credit,503.74389194444444,True,False,False,True,9,0.42857142857142855,6,21,False,high
Application_1978423612,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-07-26 15:55:18.928000+00:00,2016-08-26 06:00:32.996000+00:00,New credit,734.0872411111111,True,False,True,False,4,0.3333333333333333,0,10,True,medium
Application_197857824,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-01-12 19:41:23.995000+00:00,2016-02-22 08:11:53.791000+00:00,New credit,972.5082766666667,True,False,False,True,5,0.29411764705882354,4,17,False,medium
Application_1978616519,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-07-01 10:25:11.983000+00:00,2016-08-05 06:00:36.617000+00:00,Limit raise,835.5901761111111,True,False,True,False,4,0.3333333333333333,0,10,True,medium
Application_1978688435,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'O_Accepted', 'A_Pending', 'O_Cancelled')",2016-01-22 15:30:51.481000+00:00,2016-02-22 07:20:21.503000+00:00,New credit,735.8250061111111,True,False,False,True,6,0.3333333333333333,2,18,False,medium
Application_1978782813,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'W_Call incomplete files', 'A_Validating', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-01-12 09:36:24.779000+00:00,2016-02-23 15:20:23.496000+00:00,New credit,1013.7329769444445,True,False,False,True,13,0.52,8,25,False,high
Application_1978792750,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-07-13 11:00:07.770000+00:00,2016-08-22 05:14:12.443000+00:00,New credit,954.2346313888888,True,False,False,True,2,0.14285714285714285,1,14,False,low
Application_1978831126,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'O_Returned', 'A_Validating', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending')",2016-09-19 13:46:28.657000+00:00,2016-10-04 15:50:39.393000+00:00,Limit raise,362.0696488888889,True,False,False,True,5,0.29411764705882354,3,17,False,medium
Application_1978903514,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Cancelled', 'O_Cancelled', 'O_Cancelled', 'W_Call incomplete files')",2016-01-11 10:30:58.851000+00:00,2016-01-23 12:40:49.441000+00:00,New credit,290.1640527777778,True,False,True,False,11,0.5789473684210527,3,19,True,high
Application_1978945935,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-01-19 23:52:43.092000+00:00,2016-02-21 07:00:49.327000+00:00,New credit,775.1350652777777,True,False,True,False,5,0.4166666666666667,0,11,True,high
Application_1979031634,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-10-06 14:24:10.907000+00:00,2016-10-24 06:14:58.846000+00:00,New credit,423.84664972222225,True,False,False,True,4,0.25,2,16,False,medium
Application_1979038815,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Denied', 'O_Refused')",2016-09-19 15:09:35.449000+00:00,2016-09-29 07:52:45.272000+00:00,New credit,232.71939527777778,True,True,False,False,4,0.3333333333333333,0,12,True,medium
Application_1979044302,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-05-02 16:35:33.455000+00:00,2016-05-13 07:08:34.634000+00:00,Limit raise,254.5503275,True,False,True,False,5,0.4166666666666667,0,9,True,high
Application_1979136807,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending', 'W_Validate application')",2016-06-28 18:53:20.714000+00:00,2016-07-14 11:15:25.066000+00:00,New credit,376.36787555555554,True,False,False,True,6,0.375,3,16,False,medium
Application_1979153917,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Create Offer', 'O_Created', 'O_Sent', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled', 'O_Cancelled')",2016-06-11 09:02:20.893000+00:00,2016-06-17 10:43:12.517000+00:00,New credit,145.68100666666666,True,False,True,False,8,0.5333333333333333,0,15,True,high
Application_1979165351,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-08-03 14:47:52.649000+00:00,2016-09-04 06:00:42.214000+00:00,New credit,759.2137680555555,True,False,True,False,6,0.5,0,10,True,high
Application_1979249244,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Cancelled', 'O_Cancelled')",2016-06-23 08:52:07.111000+00:00,2016-07-24 06:00:46.455000+00:00,New credit,741.1442622222222,True,False,True,False,5,0.4166666666666667,0,11,True,high
Application_1979284304,"('A_Create Application', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'W_Complete application', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'A_Validating', 'O_Accepted', 'A_Pending', 'W_Validate application')",2016-01-06 12:07:53.720000+00:00,2016-01-12 09:18:29.850000+00:00,Limit raise,141.1767027777778,True,False,False,True,3,0.2,2,15,False,low
Application_1979307810,"('A_Create Application', 'A_Submitted', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'A_Incomplete', 'W_Call incomplete files', 'A_Validating', 'W_Validate application', 'A_Incomplete', 'A_Validating', 'A_Incomplete', 'O_Accepted', 'A_Pending')",2016-08-31 08:36:15.279000+00:00,2016-09-22 07:13:02.041000+00:00,New credit,526.6129894444445,True,False,False,True,9,0.5,5,18,False,high
Application_1979402314,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Complete', 'O_Create Offer', 'O_Created', 'O_Sent', 'O_Create Offer', 'O_Created', 'O_Sent', 'O_Create Offer', 'O_Created', 'O_Sent', 'A_Cancelled', 'O_Cancelled', 'O_Cancelled', 'O_Cancelled', 'O_Cancelled')",2016-01-04 18:17:40.702000+00:00,2016-02-29 07:00:29.356000+00:00,New credit,1332.713515,True,False,True,False,16,0.7272727272727273,0,22,True,very_high
Application_1979406575,"('A_Create Application', 'A_Submitted', 'A_Concept', 'A_Accepted', 'O_Create Offer', 'O_Created', 'O_Create Offer', 'O_Created', 'O_Sent', 'O_Sent', 'A_Complete', 'A_Validating', 'O_Returned', 'O_Accepted', 'A_Pending', 'W_Validate application', 'O_Cancelled')",2016-05-09 15:11:12.799000+00:00,2016-05-24 10:56:00.628000+00:00,New credit,355.7466191666666,True,False,False,True,6,0.35294117647058826,1,17,False,medium
