dataset,global_trace_index,case_id,application_type,case_start_time,case_start_year_week,case_end_time,duration_hours,retained_event_count,distinct_activity_count
BPI Challenge 2017,18788,Application_1165106560,New credit,2016-08-15T11:28:36.533000+00:00,2016-W33,2016-08-29T11:37:27.261000+00:00,336.1474,15,13
BPI Challenge 2017,18789,Application_368734251,New credit,2016-08-15T11:37:14.507000+00:00,2016-W33,2016-10-25T13:22:20.648000+00:00,1705.7517,24,17
BPI Challenge 2017,18790,Application_1453826354,Limit raise,2016-08-15T11:46:34.860000+00:00,2016-W33,2016-08-25T11:50:39.475000+00:00,240.0679,12,12
BPI Challenge 2017,18791,Application_1554105347,Limit raise,2016-08-15T11:50:19.486000+00:00,2016-W33,2016-08-22T11:53:23.969000+00:00,168.0512,11,11
BPI Challenge 2017,18792,Application_1950077974,Limit raise,2016-08-15T11:52:36.615000+00:00,2016-W33,2016-09-19T06:00:10.417000+00:00,834.1261,9,9
BPI Challenge 2017,18793,Application_1778043105,New credit,2016-08-15T11:55:39.570000+00:00,2016-W33,2016-09-16T06:00:04.953000+00:00,762.0737,11,11
BPI Challenge 2017,18794,Application_34001621,New credit,2016-08-15T12:01:35.603000+00:00,2016-W33,2016-09-07T10:29:56.513000+00:00,550.4725,23,16
BPI Challenge 2017,18795,Application_224344568,New credit,2016-08-15T12:05:17.537000+00:00,2016-W33,2016-08-31T09:15:33.160000+00:00,381.171,16,13
BPI Challenge 2017,18796,Application_1307383511,New credit,2016-08-15T12:15:19.543000+00:00,2016-W33,2016-08-31T06:39:22.086000+00:00,378.4007,20,15
BPI Challenge 2017,18797,Application_38800744,Limit raise,2016-08-15T12:19:26.144000+00:00,2016-W33,2016-08-30T07:20:01.385000+00:00,355.0098,22,16
BPI Challenge 2017,18798,Application_1017028247,Limit raise,2016-08-15T12:20:00.494000+00:00,2016-W33,2016-08-15T13:12:56.023000+00:00,0.8821,12,12
BPI Challenge 2017,18799,Application_1135819958,New credit,2016-08-15T12:29:11.751000+00:00,2016-W33,2016-09-29T06:00:21.598000+00:00,1073.5194,10,10
BPI Challenge 2017,18800,Application_197013867,New credit,2016-08-15T12:32:26.597000+00:00,2016-W33,2016-09-06T10:24:33.548000+00:00,525.8686,15,14
BPI Challenge 2017,18801,Application_1064970021,New credit,2016-08-15T12:39:54.989000+00:00,2016-W33,2016-09-08T06:43:21.520000+00:00,570.0574,17,13
BPI Challenge 2017,18802,Application_1414469472,New credit,2016-08-15T12:42:53.063000+00:00,2016-W33,2016-08-30T15:54:43.527000+00:00,363.1974,16,15
BPI Challenge 2017,18803,Application_639957545,New credit,2016-08-15T12:59:39.431000+00:00,2016-W33,2016-09-20T07:15:19.971000+00:00,858.2613,25,16
BPI Challenge 2017,18804,Application_339614119,New credit,2016-08-15T13:13:27.946000+00:00,2016-W33,2016-08-30T14:24:47.408000+00:00,361.1887,12,12
BPI Challenge 2017,18805,Application_992420778,Limit raise,2016-08-15T13:15:28.068000+00:00,2016-W33,2016-08-30T08:41:37.529000+00:00,355.436,14,13
BPI Challenge 2017,18806,Application_1881446334,New credit,2016-08-15T13:16:33.992000+00:00,2016-W33,2016-09-15T06:00:20.945000+00:00,736.7297,10,10
BPI Challenge 2017,18807,Application_1422104275,New credit,2016-08-15T13:34:05.897000+00:00,2016-W33,2016-09-22T05:50:07.906000+00:00,904.2672,26,15
BPI Challenge 2017,18808,Application_1984187262,New credit,2016-08-15T13:34:49.857000+00:00,2016-W33,2016-09-17T06:00:14.776000+00:00,784.4236,11,11
BPI Challenge 2017,18809,Application_1788544153,New credit,2016-08-15T13:43:22.482000+00:00,2016-W33,2016-09-15T08:55:35.800000+00:00,739.2037,18,14
BPI Challenge 2017,18810,Application_1936010937,New credit,2016-08-15T13:50:47.572000+00:00,2016-W33,2016-09-17T06:00:18.532000+00:00,784.1586,11,11
BPI Challenge 2017,18811,Application_634089348,New credit,2016-08-15T13:55:50.711000+00:00,2016-W33,2016-09-15T06:00:21.552000+00:00,736.0752,10,10
BPI Challenge 2017,18812,Application_85352614,New credit,2016-08-15T14:02:51.531000+00:00,2016-W33,2016-09-17T06:00:20.733000+00:00,783.9581,10,10
BPI Challenge 2017,18813,Application_1420263422,New credit,2016-08-15T14:10:08.312000+00:00,2016-W33,2016-09-17T06:00:19.739000+00:00,783.8365,9,9
BPI Challenge 2017,18814,Application_710877078,New credit,2016-08-15T14:28:16.286000+00:00,2016-W33,2016-08-31T12:44:28.232000+00:00,382.27,14,13
BPI Challenge 2017,18815,Application_906615431,New credit,2016-08-15T14:31:09.747000+00:00,2016-W33,2016-08-30T08:35:40.236000+00:00,354.0751,12,12
BPI Challenge 2017,18816,Application_712800685,New credit,2016-08-15T14:35:39.026000+00:00,2016-W33,2016-09-22T05:48:06.700000+00:00,903.2077,12,12
BPI Challenge 2017,18817,Application_121822075,New credit,2016-08-15T14:39:19.008000+00:00,2016-W33,2016-09-15T06:00:16.758000+00:00,735.3494,14,10
BPI Challenge 2017,18818,Application_989938981,New credit,2016-08-15T14:43:32.260000+00:00,2016-W33,2016-09-17T06:00:13.733000+00:00,783.2782,10,10
BPI Challenge 2017,18819,Application_2116887441,New credit,2016-08-15T14:47:24.154000+00:00,2016-W33,2016-08-29T13:52:23.232000+00:00,335.0831,14,13
BPI Challenge 2017,18820,Application_1819890346,Limit raise,2016-08-15T14:51:57.834000+00:00,2016-W33,2016-08-30T09:40:31.235000+00:00,354.8093,11,11
BPI Challenge 2017,18821,Application_1175487283,Limit raise,2016-08-15T14:55:02.277000+00:00,2016-W33,2016-09-06T07:39:21.854000+00:00,520.7388,14,13
BPI Challenge 2017,18822,Application_745306298,New credit,2016-08-15T15:08:37.678000+00:00,2016-W33,2016-09-23T09:40:38.733000+00:00,930.5336,25,14
BPI Challenge 2017,18823,Application_477836862,New credit,2016-08-15T15:17:36.755000+00:00,2016-W33,2016-09-17T06:00:15.944000+00:00,782.7109,13,10
BPI Challenge 2017,18824,Application_119965779,New credit,2016-08-15T15:19:13.898000+00:00,2016-W33,2016-09-26T14:48:17.600000+00:00,1007.4844,18,14
BPI Challenge 2017,18825,Application_1687420306,New credit,2016-08-15T15:42:50.814000+00:00,2016-W33,2016-09-22T05:50:17.774000+00:00,902.1242,25,14
BPI Challenge 2017,18826,Application_2045572038,New credit,2016-08-15T15:51:28.572000+00:00,2016-W33,2016-09-05T10:05:04.926000+00:00,498.2268,15,14
BPI Challenge 2017,18827,Application_1060151944,New credit,2016-08-15T15:58:14.272000+00:00,2016-W33,2016-08-24T11:50:56.775000+00:00,211.8785,10,10
BPI Challenge 2017,18828,Application_537804429,New credit,2016-08-15T16:04:12.615000+00:00,2016-W33,2016-09-06T09:26:58.630000+00:00,521.3794,12,12
BPI Challenge 2017,18829,Application_1104589935,New credit,2016-08-15T16:11:31.971000+00:00,2016-W33,2016-09-05T08:27:31.448000+00:00,496.2665,13,13
BPI Challenge 2017,18830,Application_1174205730,New credit,2016-08-15T16:47:57.154000+00:00,2016-W33,2016-09-15T06:00:10.961000+00:00,733.2038,10,10
BPI Challenge 2017,18831,Application_1490171715,New credit,2016-08-15T16:52:30.131000+00:00,2016-W33,2016-09-22T07:29:31.699000+00:00,902.6171,23,16
BPI Challenge 2017,18832,Application_195659775,New credit,2016-08-15T16:54:01.647000+00:00,2016-W33,2016-09-02T14:30:24.133000+00:00,429.6062,18,14
BPI Challenge 2017,18833,Application_1076597906,New credit,2016-08-15T16:55:21.703000+00:00,2016-W33,2016-08-31T07:50:55.740000+00:00,374.9261,15,14
BPI Challenge 2017,18834,Application_1894080282,New credit,2016-08-15T17:19:52.915000+00:00,2016-W33,2016-09-23T06:00:08.809000+00:00,924.6711,14,10
BPI Challenge 2017,18835,Application_182297894,New credit,2016-08-15T17:28:47.180000+00:00,2016-W33,2016-09-17T06:00:38.957000+00:00,780.531,11,11
BPI Challenge 2017,18836,Application_1089268,New credit,2016-08-15T17:30:58.303000+00:00,2016-W33,2016-08-25T08:48:44.037000+00:00,231.296,19,15
BPI Challenge 2017,18837,Application_822332970,New credit,2016-08-15T17:44:31.769000+00:00,2016-W33,2016-11-07T09:17:02.520000+00:00,2007.5419,42,16
BPI Challenge 2017,18838,Application_725043072,New credit,2016-08-15T17:55:40.169000+00:00,2016-W33,2016-09-17T06:00:41.971000+00:00,780.0838,14,10
BPI Challenge 2017,18839,Application_818146137,New credit,2016-08-15T18:06:32.248000+00:00,2016-W33,2016-09-17T06:00:40.166000+00:00,779.9022,11,11
BPI Challenge 2017,18840,Application_1133909706,New credit,2016-08-15T18:11:22.318000+00:00,2016-W33,2016-09-22T06:35:47.008000+00:00,900.4069,20,15
BPI Challenge 2017,18841,Application_1433088302,New credit,2016-08-15T18:15:42.061000+00:00,2016-W33,2016-09-15T06:00:35.973000+00:00,731.7483,10,10
BPI Challenge 2017,18842,Application_975264140,New credit,2016-08-15T18:29:25.016000+00:00,2016-W33,2016-09-17T06:00:36.393000+00:00,779.5198,11,11
BPI Challenge 2017,18843,Application_465671025,New credit,2016-08-15T18:32:17.791000+00:00,2016-W33,2016-09-22T05:40:41.812000+00:00,899.14,14,14
BPI Challenge 2017,18844,Application_1680564959,New credit,2016-08-15T18:46:03.391000+00:00,2016-W33,2016-08-29T12:34:43.226000+00:00,329.8111,16,15
BPI Challenge 2017,18845,Application_539317775,New credit,2016-08-15T19:17:21.088000+00:00,2016-W33,2016-08-24T15:00:40.548000+00:00,211.7221,12,12
BPI Challenge 2017,18846,Application_786613787,New credit,2016-08-15T19:28:03.178000+00:00,2016-W33,2016-09-22T06:00:32.413000+00:00,898.5415,10,10
BPI Challenge 2017,18847,Application_250438332,New credit,2016-08-15T19:42:28.216000+00:00,2016-W33,2016-08-25T15:26:14.065000+00:00,235.7294,19,15
BPI Challenge 2017,18848,Application_287741498,New credit,2016-08-15T19:50:44.352000+00:00,2016-W33,2016-09-22T05:23:42.691000+00:00,897.5495,16,14
BPI Challenge 2017,18849,Application_890172089,New credit,2016-08-15T20:28:05.803000+00:00,2016-W33,2016-09-22T06:19:10.070000+00:00,897.8512,18,15
BPI Challenge 2017,18850,Application_185981374,New credit,2016-08-15T21:03:22.431000+00:00,2016-W33,2016-11-04T07:59:56.063000+00:00,1930.9427,15,15
BPI Challenge 2017,18851,Application_798105385,New credit,2016-08-15T21:32:06.126000+00:00,2016-W33,2016-09-17T06:00:26.544000+00:00,776.4723,11,11
BPI Challenge 2017,18852,Application_1469748031,New credit,2016-08-15T22:26:15.955000+00:00,2016-W33,2016-08-20T14:39:10.267000+00:00,112.2151,11,11
BPI Challenge 2017,18853,Application_798278447,New credit,2016-08-16T01:16:54.457000+00:00,2016-W33,2016-08-31T06:33:32.226000+00:00,365.2772,17,15
BPI Challenge 2017,18854,Application_1753186157,New credit,2016-08-16T07:07:56.297000+00:00,2016-W33,2016-08-30T14:00:03.601000+00:00,342.8687,14,13
BPI Challenge 2017,18855,Application_1825661646,New credit,2016-08-16T07:15:04.129000+00:00,2016-W33,2016-08-30T08:31:09.007000+00:00,337.268,12,12
BPI Challenge 2017,18856,Application_1467348009,New credit,2016-08-16T07:23:06.918000+00:00,2016-W33,2016-09-01T11:56:52.453000+00:00,388.5626,16,15
BPI Challenge 2017,18857,Application_1783804141,Limit raise,2016-08-16T07:23:27.199000+00:00,2016-W33,2016-09-01T08:27:47.430000+00:00,385.0723,11,11
BPI Challenge 2017,18858,Application_762533799,New credit,2016-08-16T07:29:58.107000+00:00,2016-W33,2016-09-18T06:00:17.669000+00:00,790.5054,10,10
BPI Challenge 2017,18859,Application_404505015,New credit,2016-08-16T07:33:33.428000+00:00,2016-W33,2016-09-14T06:22:16.025000+00:00,694.8118,19,15
BPI Challenge 2017,18860,Application_1301647278,New credit,2016-08-16T07:36:06.456000+00:00,2016-W33,2016-09-18T06:00:14.462000+00:00,790.4022,11,11
BPI Challenge 2017,18861,Application_446548245,Limit raise,2016-08-16T07:36:12.220000+00:00,2016-W33,2016-09-01T14:35:55.984000+00:00,390.9955,15,12
BPI Challenge 2017,18862,Application_1674171863,New credit,2016-08-16T07:46:47.764000+00:00,2016-W33,2016-08-29T12:10:25.500000+00:00,316.3938,13,13
BPI Challenge 2017,18863,Application_1961706576,New credit,2016-08-16T07:47:58.711000+00:00,2016-W33,2016-08-26T11:13:51.829000+00:00,243.4314,13,13
BPI Challenge 2017,18864,Application_1571105295,New credit,2016-08-16T07:52:16.977000+00:00,2016-W33,2016-09-16T06:00:12.137000+00:00,742.132,10,10
BPI Challenge 2017,18865,Application_1641646553,New credit,2016-08-16T07:57:59.947000+00:00,2016-W33,2016-09-17T06:00:12.172000+00:00,766.0367,10,10
BPI Challenge 2017,18866,Application_1460362786,New credit,2016-08-16T08:04:01.334000+00:00,2016-W33,2016-09-01T08:19:16.630000+00:00,384.2542,16,13
BPI Challenge 2017,18867,Application_184820054,New credit,2016-08-16T08:05:23.388000+00:00,2016-W33,2016-09-13T09:46:35.870000+00:00,673.6868,23,15
BPI Challenge 2017,18868,Application_747125505,New credit,2016-08-16T08:18:09.952000+00:00,2016-W33,2016-09-09T12:20:49.765000+00:00,580.0444,16,15
BPI Challenge 2017,18869,Application_1614324377,New credit,2016-08-16T08:20:00.087000+00:00,2016-W33,2016-09-16T06:00:09.536000+00:00,741.6693,10,10
BPI Challenge 2017,18870,Application_1964627306,New credit,2016-08-16T08:23:55.044000+00:00,2016-W33,2016-08-24T09:09:45.449000+00:00,192.764,20,15
BPI Challenge 2017,18871,Application_825528388,New credit,2016-08-16T08:24:54.592000+00:00,2016-W33,2016-09-16T06:00:11.325000+00:00,741.588,10,10
BPI Challenge 2017,18872,Application_229774778,New credit,2016-08-16T08:29:54.870000+00:00,2016-W33,2016-08-23T14:01:50.521000+00:00,173.5321,12,12
BPI Challenge 2017,18873,Application_220623625,New credit,2016-08-16T08:31:04.529000+00:00,2016-W33,2016-08-25T11:57:27.727000+00:00,219.4398,12,12
BPI Challenge 2017,18874,Application_1304398601,New credit,2016-08-16T08:43:25.677000+00:00,2016-W33,2016-08-26T08:21:37.482000+00:00,239.6366,15,12
BPI Challenge 2017,18875,Application_988527938,New credit,2016-08-16T09:05:02.844000+00:00,2016-W33,2016-08-30T15:03:04.959000+00:00,341.9673,13,13
BPI Challenge 2017,18876,Application_1051928014,New credit,2016-08-16T09:11:27.356000+00:00,2016-W33,2016-08-31T09:38:58.593000+00:00,360.4587,12,12
BPI Challenge 2017,18877,Application_1903410501,New credit,2016-08-16T09:22:20.211000+00:00,2016-W33,2016-08-31T11:29:50.590000+00:00,362.1251,12,12
BPI Challenge 2017,18878,Application_2033659843,New credit,2016-08-16T09:23:34.506000+00:00,2016-W33,2016-10-02T06:00:06.301000+00:00,1124.6088,23,12
BPI Challenge 2017,18879,Application_1011891800,New credit,2016-08-16T09:31:28.856000+00:00,2016-W33,2016-08-31T13:54:24.554000+00:00,364.3821,16,13
BPI Challenge 2017,18880,Application_424390264,New credit,2016-08-16T09:33:51.490000+00:00,2016-W33,2016-09-08T10:22:01.307000+00:00,552.8027,16,15
BPI Challenge 2017,18881,Application_62144226,New credit,2016-08-16T09:39:58.443000+00:00,2016-W33,2016-08-25T09:49:31.656000+00:00,216.1592,13,13
BPI Challenge 2017,18882,Application_1453685616,New credit,2016-08-16T09:47:10.061000+00:00,2016-W33,2016-09-19T06:00:40.077000+00:00,812.225,10,10
BPI Challenge 2017,18883,Application_514312646,New credit,2016-08-16T09:54:47.157000+00:00,2016-W33,2016-08-30T08:55:01.873000+00:00,335.0041,16,13
BPI Challenge 2017,18884,Application_114507926,New credit,2016-08-16T10:07:27.786000+00:00,2016-W33,2016-09-16T06:00:43.412000+00:00,739.8877,10,10
BPI Challenge 2017,18885,Application_243783154,New credit,2016-08-16T10:09:31.781000+00:00,2016-W33,2016-08-24T13:24:35.258000+00:00,195.251,14,14
BPI Challenge 2017,18886,Application_209126981,New credit,2016-08-16T10:10:09.741000+00:00,2016-W33,2016-08-26T12:22:55.766000+00:00,242.2128,15,14
BPI Challenge 2017,18887,Application_1944286144,New credit,2016-08-16T10:44:39.291000+00:00,2016-W33,2016-08-25T11:56:32.987000+00:00,217.1982,14,13
BPI Challenge 2017,18888,Application_368908906,New credit,2016-08-16T10:50:15.181000+00:00,2016-W33,2016-09-18T06:00:31.678000+00:00,787.1712,11,11
BPI Challenge 2017,18889,Application_1277046112,New credit,2016-08-16T11:30:34.377000+00:00,2016-W33,2016-09-18T06:00:28.879000+00:00,786.4985,10,10
BPI Challenge 2017,18890,Application_2031600035,New credit,2016-08-16T11:36:45.494000+00:00,2016-W33,2016-08-23T15:25:14.317000+00:00,171.808,12,12
BPI Challenge 2017,18891,Application_519991665,New credit,2016-08-16T11:52:25.103000+00:00,2016-W33,2016-09-02T08:40:36.317000+00:00,404.8031,13,13
BPI Challenge 2017,18892,Application_304688588,New credit,2016-08-16T12:23:19.190000+00:00,2016-W33,2016-09-23T06:00:34.676000+00:00,905.621,12,12
BPI Challenge 2017,18893,Application_936446654,New credit,2016-08-16T12:23:43.345000+00:00,2016-W33,2016-08-30T08:46:05.207000+00:00,332.3727,12,12
BPI Challenge 2017,18894,Application_1296103550,New credit,2016-08-16T12:34:37.539000+00:00,2016-W33,2016-09-16T06:00:34.978000+00:00,737.4326,16,10
BPI Challenge 2017,18895,Application_1477176328,New credit,2016-08-16T12:39:12.086000+00:00,2016-W33,2016-09-07T15:55:16.778000+00:00,531.268,15,13
BPI Challenge 2017,18896,Application_833767759,New credit,2016-08-16T12:49:07.069000+00:00,2016-W33,2016-08-26T10:29:51.473000+00:00,237.679,12,12
BPI Challenge 2017,18897,Application_1554154006,New credit,2016-08-16T13:24:25.052000+00:00,2016-W33,2016-09-01T12:00:19.419000+00:00,382.5984,16,14
BPI Challenge 2017,18898,Application_1914256058,New credit,2016-08-16T13:31:22.416000+00:00,2016-W33,2016-09-19T06:00:24.826000+00:00,808.484,10,10
BPI Challenge 2017,18899,Application_1879532332,New credit,2016-08-16T13:31:50.153000+00:00,2016-W33,2016-09-18T06:00:22.504000+00:00,784.4757,23,11
BPI Challenge 2017,18900,Application_835061017,New credit,2016-08-16T13:34:17.516000+00:00,2016-W33,2016-08-22T12:02:51.353000+00:00,142.4761,16,13
BPI Challenge 2017,18901,Application_480749845,New credit,2016-08-16T13:45:23.069000+00:00,2016-W33,2016-08-26T07:59:41.708000+00:00,234.2385,14,13
BPI Challenge 2017,18902,Application_928417280,Limit raise,2016-08-16T14:08:44.596000+00:00,2016-W33,2016-09-16T06:00:18.442000+00:00,735.8594,10,10
BPI Challenge 2017,18903,Application_2060445354,New credit,2016-08-16T14:12:40.269000+00:00,2016-W33,2016-09-05T05:36:35.029000+00:00,471.3985,19,15
BPI Challenge 2017,18904,Application_2020506085,Limit raise,2016-08-16T14:16:49.059000+00:00,2016-W33,2016-09-05T06:38:14.794000+00:00,472.3571,21,15
BPI Challenge 2017,18905,Application_834087694,New credit,2016-08-16T14:20:38.834000+00:00,2016-W33,2016-09-07T08:51:19.290000+00:00,522.5112,12,12
BPI Challenge 2017,18906,Application_655070165,New credit,2016-08-16T14:21:53.673000+00:00,2016-W33,2016-09-18T06:00:18.869000+00:00,783.6403,12,12
BPI Challenge 2017,18907,Application_1371172091,New credit,2016-08-16T14:27:35.233000+00:00,2016-W33,2016-09-18T06:00:19.470000+00:00,783.5456,12,12
BPI Challenge 2017,18908,Application_516901173,New credit,2016-08-16T14:29:02.529000+00:00,2016-W33,2016-09-18T06:00:20.067000+00:00,783.5215,10,10
BPI Challenge 2017,18909,Application_301900951,New credit,2016-08-16T14:30:42.196000+00:00,2016-W33,2016-08-24T14:57:35.172000+00:00,192.448,13,13
BPI Challenge 2017,18910,Application_1376063026,New credit,2016-08-16T14:46:30.054000+00:00,2016-W33,2016-08-29T07:32:46.084000+00:00,304.7711,14,14
BPI Challenge 2017,18911,Application_685193659,New credit,2016-08-16T14:49:43.283000+00:00,2016-W33,2016-09-18T06:00:20.467000+00:00,783.177,11,11
BPI Challenge 2017,18912,Application_369177730,New credit,2016-08-16T14:52:31.581000+00:00,2016-W33,2016-08-25T11:40:25.771000+00:00,212.7984,12,12
BPI Challenge 2017,18913,Application_1873172053,New credit,2016-08-16T15:08:19.959000+00:00,2016-W33,2016-09-07T07:04:14.646000+00:00,519.9319,14,14
BPI Challenge 2017,18914,Application_1624448035,Limit raise,2016-08-16T15:08:54.948000+00:00,2016-W33,2016-09-01T10:34:55.413000+00:00,379.4335,15,14
BPI Challenge 2017,18915,Application_1489197399,New credit,2016-08-16T15:13:50.941000+00:00,2016-W33,2016-09-17T06:00:24.147000+00:00,758.7759,10,10
BPI Challenge 2017,18916,Application_1331678650,Limit raise,2016-08-16T15:28:10.024000+00:00,2016-W33,2016-09-07T13:17:05.035000+00:00,525.8153,13,13
BPI Challenge 2017,18917,Application_257004713,New credit,2016-08-16T15:36:28.922000+00:00,2016-W33,2016-09-18T06:00:06.887000+00:00,782.3939,21,11
BPI Challenge 2017,18918,Application_798120040,New credit,2016-08-16T15:47:26.775000+00:00,2016-W33,2016-08-26T12:08:01.195000+00:00,236.3429,13,13
BPI Challenge 2017,18919,Application_953256994,New credit,2016-08-16T16:17:29.802000+00:00,2016-W33,2016-09-12T10:58:07.936000+00:00,642.6773,19,15
BPI Challenge 2017,18920,Application_1264794338,Limit raise,2016-08-16T16:20:34.024000+00:00,2016-W33,2016-09-05T12:57:53.699000+00:00,476.6221,12,12
BPI Challenge 2017,18921,Application_96864324,New credit,2016-08-16T16:27:15.841000+00:00,2016-W33,2016-09-22T06:45:40.531000+00:00,878.3069,14,14
BPI Challenge 2017,18922,Application_412380803,New credit,2016-08-16T16:39:33.901000+00:00,2016-W33,2016-08-24T09:17:39.563000+00:00,184.6349,16,15
BPI Challenge 2017,18923,Application_794561004,New credit,2016-08-16T16:42:35.337000+00:00,2016-W33,2016-08-29T12:41:03.932000+00:00,307.9746,12,12
BPI Challenge 2017,18924,Application_1295607438,New credit,2016-08-16T16:47:26.307000+00:00,2016-W33,2016-09-18T06:00:10.905000+00:00,781.2124,10,10
BPI Challenge 2017,18925,Application_345022329,New credit,2016-08-16T17:10:08.437000+00:00,2016-W33,2016-09-16T06:24:04.449000+00:00,733.2322,21,13
BPI Challenge 2017,18926,Application_54298626,New credit,2016-08-16T17:15:03.494000+00:00,2016-W33,2016-10-07T07:28:57.355000+00:00,1238.2316,13,13
BPI Challenge 2017,18927,Application_866528862,New credit,2016-08-16T17:20:45.736000+00:00,2016-W33,2016-08-29T08:59:33.903000+00:00,303.6467,16,15
BPI Challenge 2017,18928,Application_1089971337,New credit,2016-08-16T17:26:10.085000+00:00,2016-W33,2016-09-19T06:00:18.404000+00:00,804.569,14,10
BPI Challenge 2017,18929,Application_1952090116,New credit,2016-08-16T17:47:20.502000+00:00,2016-W33,2016-09-18T06:00:30.701000+00:00,780.2195,11,11
BPI Challenge 2017,18930,Application_1642650691,New credit,2016-08-16T17:47:44.387000+00:00,2016-W33,2016-10-04T08:58:59.112000+00:00,1167.1874,17,14
BPI Challenge 2017,18931,Application_705838479,New credit,2016-08-16T18:04:51.743000+00:00,2016-W33,2016-09-01T09:42:01.874000+00:00,375.6195,15,14
BPI Challenge 2017,18932,Application_524749093,Limit raise,2016-08-16T18:06:39.464000+00:00,2016-W33,2016-08-24T08:52:38.951000+00:00,182.7665,12,12
BPI Challenge 2017,18933,Application_353955553,New credit,2016-08-16T18:06:58.100000+00:00,2016-W33,2016-09-16T06:00:42.782000+00:00,731.8957,10,10
BPI Challenge 2017,18934,Application_400564103,New credit,2016-08-16T18:07:18.959000+00:00,2016-W33,2016-08-31T09:33:32.991000+00:00,351.4372,13,13
BPI Challenge 2017,18935,Application_1436725359,Limit raise,2016-08-16T18:11:34.332000+00:00,2016-W33,2016-08-23T13:21:25.129000+00:00,163.1641,12,12
BPI Challenge 2017,18936,Application_1872163738,New credit,2016-08-16T18:21:45.345000+00:00,2016-W33,2016-08-29T11:44:33.967000+00:00,305.3802,15,14
BPI Challenge 2017,18937,Application_2132100576,New credit,2016-08-16T18:25:08.967000+00:00,2016-W33,2016-08-25T09:37:18.988000+00:00,207.2028,13,13
BPI Challenge 2017,18938,Application_2122927060,Limit raise,2016-08-16T18:31:21.791000+00:00,2016-W33,2016-08-25T12:13:00.770000+00:00,209.6942,11,11
BPI Challenge 2017,18939,Application_1405740233,New credit,2016-08-16T18:37:08.859000+00:00,2016-W33,2016-09-22T11:16:24.389000+00:00,880.6543,23,13
BPI Challenge 2017,18940,Application_186200182,New credit,2016-08-16T18:43:55.876000+00:00,2016-W33,2016-09-18T06:00:32.694000+00:00,779.2769,15,11
BPI Challenge 2017,18941,Application_1609953137,New credit,2016-08-16T18:46:34.277000+00:00,2016-W33,2016-09-08T12:22:33.207000+00:00,545.5997,17,15
BPI Challenge 2017,18942,Application_1268155620,New credit,2016-08-16T18:54:11.686000+00:00,2016-W33,2016-08-26T14:29:29.586000+00:00,235.5883,13,13
BPI Challenge 2017,18943,Application_1729395534,New credit,2016-08-16T18:57:38.883000+00:00,2016-W33,2016-09-18T06:00:34.082000+00:00,779.0487,11,11
BPI Challenge 2017,18944,Application_2046266647,New credit,2016-08-16T19:16:00.016000+00:00,2016-W33,2016-08-26T12:29:19.890000+00:00,233.2222,12,12
BPI Challenge 2017,18945,Application_1320832502,New credit,2016-08-16T19:45:59.961000+00:00,2016-W33,2016-09-18T06:00:23.481000+00:00,778.2399,15,11
BPI Challenge 2017,18946,Application_727958068,New credit,2016-08-16T19:53:59.778000+00:00,2016-W33,2016-09-05T08:16:58.334000+00:00,468.3829,18,15
BPI Challenge 2017,18947,Application_2094397461,New credit,2016-08-16T20:05:47.020000+00:00,2016-W33,2016-08-25T11:19:58.197000+00:00,207.2364,12,12
BPI Challenge 2017,18948,Application_1837996624,New credit,2016-08-16T20:25:25.999000+00:00,2016-W33,2016-09-01T09:58:46.117000+00:00,373.5556,11,11
BPI Challenge 2017,18949,Application_1167663086,New credit,2016-08-16T20:36:06.246000+00:00,2016-W33,2016-10-03T12:43:25.339000+00:00,1144.122,23,15
BPI Challenge 2017,18950,Application_588307494,New credit,2016-08-16T21:05:42.826000+00:00,2016-W33,2016-08-30T12:52:23.445000+00:00,327.7779,17,14
BPI Challenge 2017,18951,Application_1358901285,New credit,2016-08-16T21:23:18.346000+00:00,2016-W33,2016-10-18T14:12:51.089000+00:00,1504.8258,27,17
BPI Challenge 2017,18952,Application_1540147673,New credit,2016-08-16T21:27:14.337000+00:00,2016-W33,2016-09-26T09:05:01.136000+00:00,971.6297,15,15
BPI Challenge 2017,18953,Application_381535196,New credit,2016-08-16T21:42:46.144000+00:00,2016-W33,2016-09-19T12:35:51.245000+00:00,806.8848,32,17
BPI Challenge 2017,18954,Application_1906392947,New credit,2016-08-16T21:49:50.075000+00:00,2016-W33,2016-09-22T07:17:41.108000+00:00,873.4642,17,13
BPI Challenge 2017,18955,Application_1444397115,New credit,2016-08-16T22:14:02.466000+00:00,2016-W33,2016-09-08T08:16:06.069000+00:00,538.0343,14,13
BPI Challenge 2017,18956,Application_1404332051,New credit,2016-08-17T05:39:18.746000+00:00,2016-W33,2016-08-18T13:34:33.126000+00:00,31.9207,17,15
BPI Challenge 2017,18957,Application_834881061,New credit,2016-08-17T07:06:22.156000+00:00,2016-W33,2016-08-29T12:08:22.813000+00:00,293.0335,12,12
BPI Challenge 2017,18958,Application_1264622531,New credit,2016-08-17T07:16:46.485000+00:00,2016-W33,2016-09-27T13:00:47.944000+00:00,989.7337,17,14
BPI Challenge 2017,18959,Application_683955365,New credit,2016-08-17T07:22:18.862000+00:00,2016-W33,2016-09-01T13:51:14.944000+00:00,366.4822,13,13
